episome	episomes
served	serve|serves|serving
invest	invests|investing|invested
misappropriation	misappropriations
hydroid	hydroids
corban	corbans
ordered	order|ordering|orders
immunize	immunizes|immunizing|immunized
rapine	rapines
disconnected	disconnects|disconnect|disconnecting
pythagorean	pythagoreans
upstart	upstarts|upstarting|upstarted
shebeen	shebeening|shebeens
frilled	frills|frilling|frill
perforator	perforators
frogged	frogging|frogs|frog
duotone	duotones|duotoned
domesticate	domesticates|domesticating|domesticated
cullet	cullets
architectonic	architectonics
blacken	blackened|blacking|blackens
nude	nudes
ingle	ingles
salt	salts|salted|salting
turbo	turbos
electrodialysis	electrodialyses
pearmain	pearmains
sliver	slivered|slivers|slivering
po	pos
survive	survived|survives|surviving
porky	porkies
hewn	hew|hewing|hewed|hews
underclerk	underclerks
monologuist	monologuists
pliers	plier
overkill	overkilling|overkills|overkilled
excruciating	excruciate|excruciated
divorce	divorced|divorcing|divorces
vexer	vexers
sorority	sororities
freeway	freeways
oblivion	oblivions
flagging	flagged|flaggings|flag|flags
ropeway	ropeways
pippin	pippins
theocracy	theocracies
ambience	ambiences
entrapping	entraps|entrap|entrapped
prettify	prettifies|prettifying|prettified
syndication	syndications
urinoscopy	urinoscopies
wizen	wizened|wizens|wizening
eddy	eddied|eddies|eddying
paralipsis	paralipses
rhyme	rhymes|rhyming|rhymed
eyewash	eyewashes
renege	reneged|reneges|reneging
rover	rovers
capital	capitals
tusser	tussers
reformation	reformations
strive	strives|striving|striven|strove
sublayer	sublayers
miaul	miauled|miauling|miauls
dooms	doom|dooming|doomed
apologetic	apologetics
maelstrom	maelstroms
tragicomedy	tragicomedies
scratches	scratch|scratched|scratching
unencumbered	unencumber
backstroke	backstroked|backstroking|backstrokes
oscillating	oscillated|oscillate|oscillates
dreadnought	dreadnoughts
gonof	gonofs
cerebellum	cerebellums
ecosystem	ecosystems
repulsion	repulsions
wiredrawing	wiredrawn|wiredraws|wiredraw|wiredrew
thuggery	thuggeries
questions	questioned|question|questioning
alpinist	alpinists
headroom	headrooms
vanilla	vanillas
soap	soaped|soaping|soaps
protrusion	protrusions
backyard	backyards
chalkboard	chalkboards
dane	danes
meshwork	meshworks
interpose	interposed|interposes|interposing
favoured	favour|favours|favouring
galoshed	galosh|galoshes
phenomenalist	phenomenalists
yardage	yardages
carnet	carnets
pepsin	pepsins
tangent	tangents
purpose	purposing|purposed|purposes
topology	topologies
dilly	dillies
tracer	tracers
sinn	sinned|sinning
sulphide	sulphides
atomize	atomizing|atomized|atomizes
persist	persists|persisting|persisted
inventory	inventoried|inventorying|inventories
unweave	unweaves|unweaving
tutorial	tutorials
attune	attuned|attuning|attunes
accoutrements	accoutrement
remain	remained|remaining|remains
scatter	scattered|scatters|scattering
unwitting	unwits|unwitted|unwit
resolute	resolutes
mobocracy	mobocracies
prophecy	prophecies
nouveau	nouveaux
augend	augends
reversal	reversals
lather	lathered|lathers|lathering
histogen	histogens
corpuscle	corpuscles
enmeshment	enmeshments
brake	braked|braking|brakes
teem	teems|teeming|teemed
swither	swithers
divergence	divergences
fuchsine	fuchsines
unprovoked	unprovoke|unprovoking
consecration	consecrations
pappy	pappies
complice	complices
resummons	resummon
galloper	gallopers
pray	praying|prays|prayed
precaution	precautioning|precautions
technicality	technicalities
isolationist	isolationists
weapons	weapon
sorption	sorptions
gittern	gitterns
application	applications
noodle	noodling|noodles|noodled
retrofit	retrofitted|retrofits|retrofitting
unshift	unshifted|unshifting|unshifts
unsalted	unsalt
jostle	jostling|jostles|jostled
localise	localised|localising|localises
coatee	coatees
reposal	reposals
sciences	science|scienced
uncongeal	uncongealed
congress	congressing|congressed|congresses
psychoanalyst	psychoanalysts
misfield	misfielded|misfields|misfielding
hollyhock	hollyhocks
rootage	rootages
abut	abutting|abuts|abutted
instancy	instancies
placard	placarding|placarded|placards
beautician	beauticians
maxim	maxims
nosed	noses|nosing|nose
prowess	prowesses|prowessed
beaker	beakers
llama	llamas
sunshine	sunshining|sunshines
evaluator	evaluators
braise	braising|braised|braises
diode	diodes
chicory	chicories
arthropod	arthropods
scrapped	scrap|scrapping|scraps
goldfinch	goldfinches
perception	perceptions
ditching	ditches|ditched|ditch
largo	largos
synergism	synergisms
disapprobation	disapprobations
deformed	deform|deforming|deforms
bathrobe	bathrobes
tower	towers
comparative	comparatives
rooftree	rooftrees
accessories	accessory
parturition	parturitions
sabin	sabins
representation	representations
melanism	melanisms
intentioned	intention|intentions
articulated	articulate|articulating|articulates
depression	depressions
cuspidor	cuspidors
dying	dies|dyings|died|die
infamize	infamizing|infamized
shahdom	shahdoms
unmoved	unmoving
braird	brairded|brairding
weakness	weaknesses
fixings	fixing
imperforate	imperforates|imperforated
unpossessing	unpossess|unpossessed
obi	obis
perfumer	perfumers
carper	carpers
ectomere	ectomeres
climb	climbs|climbing|climbed
trunkfish	trunkfishes
bantam	bantams
sternway	sternways
constricted	constrict|constricting|constricts
requite	requiting|requites|requited
vast	vasts
multiplier	multipliers
georgic	georgics
ukase	ukases
junta	juntas
dram	drams|drammed|dramming
helping	helpings|helps|help|helped
router	routers
jailer	jailers
unintermitted	unintermitting
diastole	diastoles
saint	saints|sainted|sainting
bookmark	bookmarks
overshoe	overshoes
caver	cavers
mooncalf	mooncalves
unbound	unbinds|unbind|unbinding
electromagnetic	electromagnetics
emphasize	emphasized|emphasizing|emphasizes
governess	governesses
clause	clauses
sunken	sink|sinks|sinking|sunk
piscary	piscaries
septum	septums
tantalizing	tantalize|tantalizes|tantalized
unguiculate	unguiculated
substance	substanced|substances
fusee	fusees
cutoff	cutoffs
ramp	ramped|ramping|ramps
centre	centred|centring|centres
howlet	howlets
heirdom	heirdoms
aery	aeries|aeried
ingate	ingates
forerun	foreran|foreruns|forerunning
pulsation	pulsations
interrogatory	interrogatories
stamper	stampers
sapphire	sapphired|sapphires
aborigines	aborigine
anybody	anybodies
wayfaring	wayfare|wayfarings
ascertain	ascertains|ascertaining|ascertained
dehydrate	dehydrates|dehydrated|dehydrating
harvest	harvesting|harvested|harvests
haw	hawed|haws|hawing
unbusy	unbusied
rudder	rudders
velvet	velvets
tenon	tenons|tenoned|tenoning
breastplate	breastplates
lollop	lollops|lolloping|lolloped
broker	brokers
geezer	geezers
guardianship	guardianships
disadvantage	disadvantaged|disadvantages|disadvantaging
impressionist	impressionists
moulder	mouldered|mouldering|moulders
cloying	cloyed|cloy|cloys
radiosonde	radiosondes
superactivity	superactivities
broken	break|broke|breaking|breaks
adit	adits
cherisher	cherishers
milter	milters
experimentation	experimentations
sideman	sidemen
stencil	stencilling|stencils|stencilled
arhat	arhats
mickle	mickles
peking	pekes|peke
bonder	bonders
contumacy	contumacies
inhabited	inhabiting|inhabits|inhabit
coranto	corantoes|corantos
unconvincing	unconvinced|unconvince
typewriting	typewritten|typewrite|typewrote|typewrites
loggerhead	loggerheaded|loggerheads
chlorine	chlorines
ternion	ternions
transfiguration	transfigurations
polio	polios
portal	portalled|portals
tug	tugged|tugs|tugging
uncredited	uncrediting
plop	plops|plopping|plopped
houndfish	houndfishes
scout	scouted|scouting|scouts
talapoin	talapoins
misalliance	misalliances
runagate	runagates
trapezohedron	trapezohedrons
gasolier	gasoliers
censor	censoring|censors|censored
parallel	parallels|parallelling|parallelled
ichnography	ichnographies
alarum	alarums
lazuli	lazulis
taping	taped|tapes|tape|tapings
effuse	effusing|effused|effuses
cosmonautics	cosmonautic
withstanding	withstands|withstand|withstood
cannoneer	cannoneering|cannoneers
cry	crying|cries|cried
mickey	mickeys
agglutination	agglutinations
suitcase	suitcases
conga	congaing|congas|congaed
cramped	cramp|cramps|cramping
peplum	peplums
crocked	crocks|crock|crocking
mock	mocked|mocking|mocks
nationalization	nationalizations
god	godding|gods|godded
programme	programmed|programs|programming|programmes
grovel	grovelled|grovels|grovelling
freestone	freestones
warlock	warlocks
spender	spenders
misplace	misplacing|misplaced|misplaces
vesicant	vesicants
leech	leeched|leeches|leeching
linsang	linsangs
unmolested	unmolest|unmolesting
fear	feared|fearing|fears
nonce	nonces
incommode	incommodes|incommoding|incommoded
unsluice	unsluiced
unburied	unbury
heterosis	heteroses
descant	descanted|descants|descanting
rehearse	rehearsed|rehearsing|rehearses
aerobics	aerobic
proportionate	proportionating|proportionated
menace	menaced|menacing|menaces
cup	cupped|cupping|cups
parking	parks|parked|park|parkings
gigabit	gigabits
pessary	pessaries
urbanise	urbanising|urbanised|urbanises
rickshaw	rickshaws
untapped	untap
jejunum	jejunums
didapper	didappers
automatics	automatic
implementer	implementers
ruderal	ruderals
banzai	banzais
gifts	gift|gifting|gifted
bicolour	bicolours|bicoloured
disinfect	disinfects|disinfecting|disinfected
trousseau	trousseaux|trousseaus
slovak	slovaks
sassy	sassies
bedew	bedews|bedewing|bedewed
subvariety	subvarieties
unpremeditated	unpremeditate
watchmaking	watchmake
mistranslate	mistranslated|mistranslating|mistranslates
mar	mars|marring|marred
unapplied	unapplying
gros	gro|gross
vagabond	vagabonding|vagabonds|vagabonded
nappy	nappies
secretariat	secretariats
centralize	centralizes|centralized|centralizing
ligation	ligations
overman	overmanning|overmanned|overmen|overmans
versicoloured	versicolour
trace	tracing|traces|traced
picker	pickers
brazier	braziers
gimmick	gimmicks|gimmicking|gimmicked
hallo	halloed|halloes|hallos|halloing
unscreened	unscreen
froth	froths|frothing|frothed
ashler	ashlers
falcate	falcated
rosette	rosettes|rosetted
units	unit
bray	brayed|braying|brays
rat	ratting|rats|ratted
aggrandise	aggrandising|aggrandised
apt	apts
blond	blonds
bandage	bandaging|bandages|bandaged
cleft	clefted|clefts
presuming	presume|presumed|presumes
alcoholize	alcoholized|alcoholizing
latchstring	latchstrings
underload	underloaded
paravane	paravanes
sultanate	sultanates
firewood	firewoods
stringhalted	stringhalt
helper	helpers
mantissa	mantissas
hooked	hooks|hook|hooking
consoler	consolers
verbalise	verbalising|verbalised
hydro	hydros
thanks	thank|thanked|thanking
commissariat	commissariats
smidgen	smidgens
ombre	ombres
lutist	lutists
popover	popovers
unenduring	unendured
intaglio	intaglios|intaglioed|intaglioing
spearhead	spearheads|spearheaded|spearheading
osmics	osmic
vulgar	vulgars
trochaic	trochaics
springing	spring|sprung|springs
tapestry	tapestried|tapestries|tapestrying
levant	levants|levanted|levanting
luxuriate	luxuriating|luxuriates|luxuriated
veiled	veil|veiling|veils
lactose	lactoses
pluralize	pluralized|pluralizes|pluralizing
subpoena	subpoenaing|subpoenas|subpoenaed
cursed	curse|cursing|curst|curses
gripper	grippers
muniments	muniment
beech	beeches
duckweed	duckweeds
viability	viabilities
cretinize	cretinizing|cretinized
motorcade	motorcades
folktale	folktales
conspecific	conspecifics
duffel	duffels
hellbox	hellboxes
woodwork	woodworks|woodworking
club	clubbed|clubs|clubbing
fedora	fedoras
cruise	cruised|cruises|cruising
decapod	decapods
infrasonic	infrasonics
peony	peonies
litigate	litigates|litigating|litigated
sexton	sextons
ideology	ideologies
plush	plushed|plushes
grieve	grieving|grieved|grieves
czardom	czardoms
oculated	oculate
exertion	exertions
langlauf	langlaufs
streamlined	streamlines|streamlining|streamline
res	red|re|ring
ungag	ungagging|ungagged
awning	awns|awned|awnings|awn
hop	hopped|hopping|hops
twibill	twibills|twibilled
membrane	membraned|membranes
bulge	bulges|bulged|bulging
aberration	aberrations
clapper	clappers
absorber	absorbers
tissued	tissues|tissuing|tissue
greenroom	greenrooms
unwarped	unwarping|unwarp
sailer	sailers
merchandising	merchandises|merchandised|merchandise
halation	halations
lubricator	lubricators
amorist	amorists
covenant	covenants|covenanted|covenanting
quarterback	quarterbacks
corbeil	corbeils
cutin	cutins
lame	lames|laming|lamed
clamp	clamps|clamping|clamped
agent	agents|agenting
stipendiary	stipendiaries
sharing	shared|share|shares
comforts	comforting|comfort|comforted
botel	botels
grainer	grainers
loo	looed|loos|looing
walla	wallas
sheeting	sheet|sheetings|sheeted|sheets
brood	brooded|broods|brooding
spic	spics|spices
slouch	slouches|slouching|slouched
pouch	pouches|pouched|pouching
hibernate	hibernates|hibernating|hibernated
clod	clodding|clods|clodded
clave	claves
sixte	sixtes
exsiccate	exsiccated|exsiccating
tweeze	tweezing|tweezed|tweezes
redound	redounds|redounding|redounded
casemated	casemate|casemates
martyr	martyring|martyred|martyrs
stature	statured|statures
intermediaries	intermediary
looper	loopers
blusher	blushers
everyman	everymen
tilbury	tilburies
aperient	aperients
analgesic	analgesics
leviathan	leviathans
preheat	preheating|preheated|preheats
knitter	knitters
dagger	daggered|daggering|daggers
molestation	molestations
slavery	slaveries
fevered	fever|fevers|fevering
overmaster	overmastering|overmastered|overmasters
assurer	assurers
heiress	heiresses
plater	platers
filer	filers
cosy	cosies
colporteur	colporteurs
angleworm	angleworms
rounding	rounded|round|rounds
salinity	salinities
sarcoid	sarcoids
sickly	sicklying|sicklies|sicklied
dismiss	dismisses|dismissing|dismissed
subscription	subscriptions
bovine	bovines
aponeurosis	aponeuroses
reinstate	reinstated|reinstating|reinstates
enchanter	enchanters
sorrower	sorrowers
livener	liveners
foxhound	foxhounds
compensator	compensators
shelling	shelled|shell|shells
bunter	bunters
democratize	democratizes|democratized|democratizing
scaffold	scaffolds|scaffolding|scaffolded
competitor	competitors
maniple	maniples
chime	chimed|chimes|chiming
minimax	minimaxes
appreciator	appreciators
antique	antiquing|antiqued|antiques
unhinge	unhinged|unhinges|unhinging
widow	widows|widowing|widowed
flagstone	flagstones
unionize	unionizes|unionized|unionizing
capstan	capstans
unstitch	unstitching|unstitched
bandsman	bandsmen
photomicrograph	photomicrographs
nullify	nullifies|nullifying|nullified
flea	fleas
preprocessor	preprocessors
mannequin	mannequins
deflagration	deflagrations
tombstone	tombstones
amphibology	amphibologies
secede	secedes|seceded|seceding
tinsel	tinselling|tinsels|tinselled
site	sites|siting|sited
mess	messed|messing|messes
reconcile	reconciled|reconciles|reconciling
biped	bipeds
sergeantship	sergeantships
loathe	loathing|loathed|loathes
hazel	hazels
frs	fr|fred
convolution	convolutions
catalyse	catalyses
virility	virilities
armor	armors
warbler	warblers
acrostic	acrostics
excursionist	excursionists
malice	malices
raciness	racinesses
jargonise	jargonised|jargonising
footstep	footsteps
phloem	phloems
bellicosity	bellicosities
sawney	sawneys
cocoonery	cocooneries
flatter	flatters|flatted|flats|flatting
telemechanics	telemechanic
teenager	teenagers
fun	funned|funs|funning
rights	righting|right|righted
canonical	canonicals
protection	protections
stipulator	stipulators
brucine	brucines
wu	wus
unchurch	unchurches|unchurched|unchurching
exterminator	exterminators
bowery	boweries
sportsman	sportsmen
villager	villagers
bedsore	bedsores
designation	designations
shoestring	shoestrings
shoulder	shoulders|shouldered|shouldering
nations	nation
entrapment	entrapments
aerify	aerifying|aerifies|aerified
anorak	anoraks
anticorrosive	anticorrosives
damnify	damnifies|damnifying|damnified
poker	pokers
overall	overalls|overalled
conchy	conchies
polled	polls|polling|poll
briony	brionies
