opener	openers
assignee	assignees
wiring	wire|wirings|wired|wires
auk	auks
duper	dupers
yeggman	yeggmen
larynx	larynxes|larynges
transparency	transparencies
pali	palis
avert	averted|averts|averting
persuade	persuaded|persuades|persuading
tzarism	tzarisms
sold	sell|selling|sells
mendicant	mendicants
dot	dots|dotted|dotting
candor	candors
pharmacopoeia	pharmacopoeias
grandstand	grandstanding|grandstands|grandstanded
behavior	behaviors|behaviored
consistency	consistencies
cauldron	cauldrons
satisficing	satisfice
outside	outsides|outsided
cubbing	cubs|cub
hamlet	hamlets
demarcation	demarcations
promoter	promoters
resistor	resistors
oversupply	oversupplied|oversupplies|oversupplying
worst	worsting|worsts|worsted
compost	composts|composted|composting
roadstead	roadsteads
sawn	saw|saws|sawed|sawing
undine	undined|undines
bolshevize	bolshevizing|bolshevized
electroshock	electroshocks
stirps	stirp
redactor	redactors
printed	printing|print|prints
unreason	unreasoning|unreasons|unreasoned
cementing	cement|cements|cemented
disrobe	disrobes|disrobing|disrobed
backtracking	backtrack|backtracks|backtracked
unpitying	unpity|unpitied
misfeasance	misfeasances
naturalist	naturalists
electrotechnics	electrotechnic
untidy	untidies|untidying|untidied
hour	hours
known	knowns|know|knew|knowing|knows
numeric	numerics
mane	maned|manes
perfumer	perfumers
consulship	consulships
taliped	talipeds
soutache	soutaches
botanist	botanists
polyglot	polyglots|polyglotting|polyglotted
tonicity	tonicities
indictee	indictees
has	had|have|having|hadn't|haven't|hasn't
herl	herling|herls
brilliantine	brilliantined
sphinx	sphinxes|sphinges
lapse	lapses|lapsed|lapsing
inviolate	inviolated
cullion	cullions
druid	druids
splendor	splendors
vizier	viziers
evangel	evangels
sagacity	sagacities
hayseed	hayseeds
storeman	storemen
underload	underloaded
undemanding	undemanded
suspire	suspires|suspired|suspiring
decile	deciles
imputation	imputations
prink	prinking|prinked|prinks
parrot	parroting|parrots|parroted
horehound	horehounds
melting	melts|molten|melted|melt
dimple	dimples|dimpled|dimpling
deadhead	deadheading|deadheaded|deadheads
inferior	inferiors
redbrick	redbricks
swop	swopping|swopped|swops
soak	soaked|soaks|soaking
anacoluthon	anacoluthons
daybreak	daybreaks
pyemia	pyemias
underling	underlings
tapered	tapers|tapering|taper
mush	mushed|mushes|mushing
dinosaur	dinosaurs
dandler	dandlers
heth	heths|hething
carom	caroms
maleness	malenesses
emasculation	emasculations
stonewalling	stonewalled
tram	trammed|trams|tramming
quassin	quassins
decelerator	decelerators
crabbed	crab|crabs|crabbing
contraceptive	contraceptives
crematory	crematories
despair	despaired|despairing|despairs
snark	snarks
sunset	sunsetting|sunsets
sokeman	sokemen
buccaneer	buccaneering|buccaneers
blindage	blindages
cairn	cairns|cairned
shipper	shippers
surfeit	surfeits|surfeiting|surfeited
downward	downwards
diabolise	diabolised|diabolising
cherub	cherubs|cherubim
tussur	tussurs
drank	drink|drinking|drunk|drinks
hike	hiking|hiked|hikes
inviter	inviters
sprinkling	sprinklings|sprinkle|sprinkled|sprinkles
overseas	oversea
toward	towards
boost	boosting|boosts|boosted
abrogation	abrogations
epic	epics
sordine	sordines
roadster	roadsters
capitalized	capitalizing|capitalize|capitalizes
segregated	segregate|segregates|segregating
pricing	price|priced|prices
pub	pubs
readorn	readorning|readorns|readorned
repeal	repealing|repeals|repealed
welladay	welladays
sponsor	sponsoring|sponsors|sponsored
carder	carders
tailings	tailing
embayed	embay|embaying|embays
shears	sheared|shear|shorn|shearing
substratum	substratums
advisors	advisor
untrodden	untreads|untrod|untread|untreading
snooper	snoopers
sensualize	sensualizing|sensualized
despatch	despatches|despatching|despatched
bedlam	bedlams
stockfish	stockfishes
shallot	shallots
doorbell	doorbells
cuboid	cuboids
surpassing	surpassed|surpass|surpasses
cognomen	cognomens
dope	doped|doping|dopes
misbelieve	misbelieving|misbelieved
decouple	decoupled|decoupling|decouples
shoplift	shoplifted|shoplifting|shoplifts
dragon	dragons
tuppence	tuppences
boron	borons
steroid	steroids
buckler	bucklered|bucklers|bucklering
physical	physicals
withdrawal	withdrawals
dithering	dithered|dithers|dither
doorknob	doorknobs
chowder	chowders
oscillation	oscillations
professional	professionals
rind	rinded|rinds
plugger	pluggers
weanling	weanlings
supplementary	supplementaries
creatine	creatines
healing	heal|healed|heals
commotion	commotions
catchfly	catchflies
cystoid	cystoids
hydroacoustics	hydroacoustic
patcher	patchers
situated	situates|situating|situate
autopsy	autopsies|autopsied|autopsying
accumulated	accumulate|accumulates|accumulating
cookbook	cookbooks
serology	serologies
seriated	seriating
workers	worker
shenanigan	shenanigans
restrainer	restrainers
pad	padded|padding|pads
predicament	predicaments
fantail	fantails|fantailed
nifty	nifties
habituate	habituating|habituated|habituates
tramlines	tramline
coronet	coronetted|coronets
blaster	blasters
topknot	topknots|topknotted
flatways	flatway
potman	potmen
disappear	disappears|disappeared|disappearing
doorstep	doorsteps
gormandise	gormandising|gormandised
plumb	plumbing|plumbs|plumbed
observe	observes|observed|observing
trespass	trespasses|trespassed|trespassing
wince	winces|winced|wincing
abstractionist	abstractionists
bulwark	bulwarks|bulwarking|bulwarked
beet	beets
underclerk	underclerks
experimenter	experimenters
oceanographer	oceanographers
batsman	batsmen
seadrome	seadromes
abetter	abetters
quizzing	quizzes|quizzed|quiz
eulogise	eulogised|eulogises|eulogising
pulpit	pulpits
intubate	intubating|intubates|intubated
quango	quangos
serve	served|serving|serves
ringmaster	ringmasters
notification	notifications
chemist	chemists
univalve	univalves|univalved
tomming	toms|tom|tommed
purported	purport|purporting|purports
stock	stocking|stocked|stocks
septillion	septillions
puppet	puppets
elevator	elevators
radical	radicals
jihad	jihads
sprinkle	sprinkling|sprinkles|sprinkled
precheck	prechecking|prechecked|prechecks
dispossessed	dispossesses|dispossessing|dispossess
sulk	sulked|sulks|sulking
overmatch	overmatches|overmatched|overmatching
chiton	chitons
pacemaker	pacemakers
abet	abets|abetting|abetted
wow	wowed|wows|wowing
squaller	squallers
potentiometer	potentiometers
agility	agilities
dolour	dolours
anchor	anchoring|anchors|anchored
boardwalk	boardwalks
venusian	venusians
symbolization	symbolizations
serviette	serviettes
reinforced	reinforces|reinforce|reinforcing
spider	spiders
gable	gabling|gabled|gables
tariffs	tariffing|tariff|tariffed
retrial	retrials
cinchona	cinchonas
equivalence	equivalences|equivalencing|equivalenced
calaboose	calabooses
starve	starved|starving|starves
unelated	unelating
laniary	laniaries
niobium	niobiums
variegated	variegates|variegating|variegate
azalea	azaleas
jin	jins
poetaster	poetasters
dissembler	dissemblers
devoted	devotes|devoting|devote
means	meaning|mean|meant
dabbler	dabblers
intentioned	intentions|intention
papa	papas
parader	paraders
radiotelephone	radiotelephones|radiotelephoning|radiotelephoned
kerne	kerns|kernes|kerning|kerned
unfired	unfiring
bastardy	bastardies
tinsel	tinselling|tinsels|tinselled
suspect	suspects|suspecting|suspected
talion	talions
flews	flewed|flew
counterman	countermen
corpulency	corpulencies
swain	swains
multitasking	multitask
underhanded	underhand
warning	warnings|warns|warn|warned
bisector	bisectors
historian	historians
overjoyed	overjoys|overjoying|overjoy
voicer	voicers
serfdom	serfdoms
rewire	rewires|rewired|rewiring
tokay	tokays
colly	collying|collied|collies
asymptote	asymptotes
kyphosis	kyphoses
silicosis	silicoses
defendant	defendants
veiled	veiling|veils|veil
unsanctified	unsanctify|unsanctifying
reeded	reeding|reeds|reed
retort	retorts|retorting|retorted
disapprove	disapproves|disapproving|disapproved
parisian	parisians
subhead	subheads|subheading
towage	towages
steed	steeds
carry	carried|carries|carrying
reincarnate	reincarnating|reincarnates|reincarnated
lance	lancing|lances|lanced
scutter	scuttering|scuttered|scutters
depilate	depilating|depilates|depilated
whitecap	whitecapping|whitecaps
teletype	teletypes|teletyped|teletyping
besmirch	besmirches|besmirched|besmirching
glaucoma	glaucomas
centimeter	centimeters
partake	partook|partaken|partaking|partakes
brag	bragged|brags|bragging
voided	void|voiding|voids
dolt	dolts
souffle	souffles
identities	identity
gowned	gowning|gowns|gown
solvable	solvabled|solvabling
deportation	deportations
gainings	gaining
whalebone	whaleboned|whalebones
sizzle	sizzles|sizzling|sizzled
casuistry	casuistries
reengage	reengaged|reengaging|reengages
subprincipal	subprincipals
enshroud	enshrouding|enshrouds|enshrouded
miaul	miauled|miauling|miauls
chic	chics
transgressor	transgressors
bootstrapping	bootstrapped|bootstraps|bootstrap
nectarine	nectarines
rationalize	rationalizing|rationalizes|rationalized
imitation	imitations
halftone	halftones
sucking	sucked|suck|sucks
waist	waisting|waisted|waists
unquestioned	unquestioning
leafstalk	leafstalks
gyp	gyps|gypped|gypping
leak	leaks|leaked|leaking
excurse	excursed|excursing
overdrove	overdriving|overdrive|overdrives|overdriven
tenth	tenths
crafts	craft|crafting|crafted
langsyne	langsynes
lioness	lionesses
schmuck	schmucks
indonesian	indonesians
immolate	immolating|immolated|immolates
natal	natals
heartache	heartaches|heartaching
cosmetologist	cosmetologists
hermetic	hermetics
conditioner	conditioners
blight	blighted|blighting|blights
backwater	backwatered|backwaters
potentiate	potentiating|potentiates|potentiated
calender	calendering|calendered|calenders
socialist	socialists
malfunction	malfunctioned|malfunctioning|malfunctions
deck	decking|decked|decks
mantra	mantras
meseems	meseemed
lamb	lambing|lambed|lambs
schedule	scheduling|scheduled|schedules
cep	ceps
belated	belate|belating
sitting	sit|sittings|sat|sits
makeshift	makeshifts
unsew	unsewed|unsewing|unsews
prohibition	prohibitions
statute	statuted|statutes|statuting
store	stores|stored|storing
basilica	basilicas
muttering	muttered|mutters|mutter
exposal	exposals
headword	headwords
flame	flames|flamed|flaming
nitwitted	nitwits|nitwit
forgery	forgeries
bite	bited|bitten|biting|bites
monology	monologies
rube	rubes
firkin	firkins
bowwow	bowwows
overact	overacting|overacted|overacts
farriery	farrieries
alveolate	alveolated
atrium	atriums
frontispiece	frontispiecing|frontispieced|frontispieces
unwound	unwinding|unwinds|unwind
cordovan	cordovans
terrarium	terrariums
lute	luted|luting|lutes
headland	headlands
fib	fibbed|fibbing|fibs
freed	frees|freeing|free
constant	constants
biochemist	biochemists
irritancy	irritancies
revivify	revivifies|revivifying|revivified
medieval	medievals
chapel	chapelled|chapels|chapelling
mollify	mollifies|mollifying|mollified
utter	uttering|utters|uttered
fanzine	fanzines
overreach	overreaching|overreaches|overreached
gratification	gratifications
shedder	shedders
muckworm	muckworms
left	lefts
elicit	eliciting|elicits|elicited
dynode	dynodes
torso	torsos|torsoes
unblushing	unblush
per	pers
compline	complines
sandalwood	sandalwoods
misfield	misfields|misfielded|misfielding
renegotiate	renegotiating|renegotiated|renegotiates
adhesion	adhesions
saucebox	sauceboxes
committal	committals
trone	trones
delighted	delighting|delight|delights
particles	particled|particle
myrrh	myrrhed|myrrhs
pummeling	pummeled
submaxilla	submaxillas
ironing	ironed|iron|irons|ironings
starting	starts|start|started
koto	kotos
ladino	ladinos
philistine	philistines
winner	winners
venetian	venetians
diseuse	diseuses
drinks	drink|drinking|drunk|drank
undeclared	undeclare
filiate	filiates|filiated|filiating
apocope	apocopes
torc	torcs
aerobe	aerobes
gave	giving|given|give|gives
embryonated	embryonate
yeti	yetis
snivel	snivels|snivelled|snivelling
lauan	lauans
atomism	atomisms
crested	crests|cresting|crest
planned	plans|planning|plan
dispassion	dispassioned
tandem	tandems
drifter	drifters
compeller	compellers
rambling	rambled|ramblings|ramble|rambles
haploid	haploids
clear	clears|cleared|clearing
cavy	cavies
appropriator	appropriators
upward	upwards
anywhere	anywheres
trudge	trudges|trudged|trudging
hepatize	hepatized|hepatizes|hepatizing
ostomy	ostomies
overtoiled	overtoiling|overtoil|overtoils
ectomere	ectomeres
osmosis	osmoses
desiccator	desiccators
enticing	entices|entice|enticed
yolk	yolked|yolks
adhesive	adhesives
houndfish	houndfishes
mump	mumped|mumping|mumps
plea	pleas
asteria	asterias
indisposition	indispositions
tardy	tardies
compatible	compatibles
expatriate	expatriating|expatriated|expatriates
medical	medicals
egoism	egoisms
analyser	analysers
epergne	epergnes
excision	excisions
marmot	marmots
nicotinise	nicotinising|nicotinised
spearmint	spearmints
unperch	unperched
finch	finched|finches
frock	frocked|frocking|frocks
tremolo	tremolos
declassed	declass|declasses|declassing
transfix	transfixes|transfixing|transfixed
redintegrate	redintegrated|redintegrating
uncoop	uncooped|uncooping
undebated	undebating
periphery	peripheries
zest	zesting|zests|zested
dispraise	dispraised|dispraising
prig	prigs|prigging|prigged
triplet	triplets
treasury	treasuries
comeuppance	comeuppances
scholastic	scholastics
dequeue	dequeues
hatchet	hatchets
longue	longues
adulteress	adulteresses
potable	potables
stationer	stationers
penetrator	penetrators
unalluring	unallured
handshake	handshaking|handshakes
hms	hm
disfigurement	disfigurements
bicker	bickering|bickers|bickered
discouraging	discourages|discouraged|discourage
dismay	dismays|dismayed|dismaying
molten	melts|melted|melting|melt
coprocessor	coprocessors
brutify	brutified|brutifying|brutifies
snorkel	snorkels|snorkeling|snorkeled
zymotechnics	zymotechnic
coy	coys|coying|coyed
slabber	slabbers
favor	favors
trireme	triremes
simitar	simitars
metal	metaled|metals|metaling
encore	encoring|encores|encored
unreconciled	unreconciling
granted	grant|grants|granting
oxyacid	oxyacids
clarence	clarences
exhumer	exhumers
wedlock	wedlocks
guanine	guanines
snapdragon	snapdragons
learning	learnings|learnt|learns|learn
crotchet	crotchets
ungear	ungeared
photodiode	photodiodes
mongrelize	mongrelized|mongrelizing
dogcart	dogcarts
repose	reposes|reposed|reposing
ridicule	ridiculing|ridiculed|ridicules
settlements	settlement
streamlined	streamline|streamlines|streamlining
croquet	croqueting|croqueted|croquets
puerility	puerilities
rejuvenation	rejuvenations
ogler	oglers
burnish	burnishing|burnished|burnishes
multivitamin	multivitamins
randomize	randomized|randomizes|randomizing
flurry	flurries|flurrying|flurried
irresponsibility	irresponsibilities
mutton	muttons
pur	purs|purred|purring
gaiter	gaiters
accomplishment	accomplishments
churr	churred|churrs|churring
moronism	moronisms
suricate	suricates
range	ranges|ranged|ranging
unshoe	unshoeing
claiming	claimed|claims|claim
reflection	reflections|reflectioning
bodied	bodies|body|bodying
editress	editresses
pylorectomy	pylorectomies
bellied	bellies|bellying|belly
mysticize	mysticizing|mysticized
levy	levying|levied|levies
fifth	fifths
insister	insisters
rialto	rialtos
en	ens|ened
dyslexia	dyslexias
ms	m|ming|mss|med
skein	skeining|skeins|skeined
helicon	helicons
turned	turning|turn|turns
centrist	centrists
postoffice	postoffices
tofu	tofus
stars	starred|star|starring
detecting	detect|detects|detected
hit	hitting|hits
conserve	conserves|conserving|conserved
cockaded	cockades|cockade
temporal	temporals
tabby	tabbies|tabbying|tabbied
pew	pewing|pews
bounds	binding|bound|binds
design	designs|designing|designed
panoche	panoches
revocation	revocations
prancer	prancers
group	groups|grouped|grouping
hoick	hoicked|hoicks|hoicking
uncommitted	uncommitting
ocellated	ocellate
devocalize	devocalizing|devocalized
yellow	yellowing|yellows|yellowed
rein	reins|reining|reined
identify	identifies|identified|identifying
understanding	understand|understood|understands
