aardvark	aardvarks
animalize	animalizing|animalized|animalizes
animate	animating|animates|animated
animator	animators
animist	animists
anion	anions
anionic	anionics
anionization	anionizations
aniseikonia	aniseikonias
anisogamete	anisogametes
anisometropia	anisometropias
anisospore	anisospores
anker	ankers
ankh	ankhs
ankle	ankled|ankling|ankles
anklet	anklets
anlace	anlaces
anna	annas
annalist	annalists
anneal	annealing|anneals|annealed
annellation	annellations
annex	annexes|annexing|annexed
annexationist	annexationists
annexe	annexes|annexing|annexed
annicut	annicuts
annihilate	annihilates|annihilating|annihilated
annihilationist	annihilationists
annihilator	annihilators
anniversary	anniversaries
annotate	annotating|annotated|annotates
annotator	annotators
announce	announcing|announced|announces
announcement	announcements
announcer	announcers
annoy	annoyed|annoys|annoying
annoybot	annoybots
annoying	annoy|annoys|annoyed|annoyings
annual	annuals
annuitant	annuitants
annuity	annuities
annul	annulled|annuls|annulling
annulate	annulates|annulated
annulet	annulets
annunciate	annunciating|annunciates|annunciated
annunciator	annunciators
anoa	anoas
anode	anodes
anodize	anodized|anodizes|anodizing
anodyne	anodynes
anolyte	anolytes
anomal	anomals
anomaloscope	anomaloscopes
anomaly	anomalies
anon	anons
anonym	anonyms
anopheline	anophelines
anorak	anoraks
anorectic	anorectics
anorexic	anorexics
anorexigenic	anorexigenics
anorthite	anorthites
anorthopia	anorthopias
anoscope	anoscopes
anosmic	anosmics
answer	answers|answered|answering
answerback	answerbacks
answerer	answerers
answering	answer|answers|answerings|answered
answerphone	answerphones
ant	anted|ants|anting
antacid	antacids
antagonise	antagonises|antagonised|antagonising
antagonist	antagonists
antagonize	antagonized|antagonizes|antagonizing
antalgic	antalgics
antalkali	antalkalis
antaphrodisiac	antaphrodisiacs
antarthritic	antarthritics
antasthmatic	antasthmatics
ante	anted|anteed|antes|anteing
antechamber	antechambers
antechapel	antechapels
antechoir	antechoirs
anteclise	anteclises
antedate	antedating|antedated|antedates
antediluvian	antediluvians
antefix	antefixes
antennule	antennules
antepenult	antepenults
antepenultimate	antepenultimates
anteport	anteports
anteposition	antepositions
anteroom	anterooms
antheap	antheaps
anthelmintic	anthelmintics
anthem	anthems|antheming|anthemed
anther	anthers
antherozoid	antherozoids
anthocyanin	anthocyanins
anthologist	anthologists
anthologize	anthologizes|anthologizing|anthologized
anthology	anthologies
anthophore	anthophores
anthophyte	anthophytes
anthracnose	anthracnoses
anthropoid	anthropoids
anthropologist	anthropologists
anthropometrist	anthropometrists
anthropomorphise	anthropomorphising|anthropomorphised|anthropomorphises
anthropomorphist	anthropomorphists
anthropomorphize	anthropomorphizes|anthropomorphized|anthropomorphizing
anthropophyte	anthropophytes
anti	antis
antiabortifacient	antiabortifacients
antiaggressin	antiaggressins
antialexin	antialexins
antiallergic	antiallergics
antianemic	antianemics
antiantitoxin	antiantitoxins
antianxiety	antianxieties
antiarrhythmic	antiarrhythmics
antiarthritic	antiarthritics
antiasthmatic	antiasthmatics
antiauthoritarian	antiauthoritarians
antiauxin	antiauxins
antibacterial	antibacterials
antibaryon	antibaryons
antibiont	antibionts
antibiotic	antibiotics
antibody	antibodies
antic	anticking|anticked|antics
anticapitalist	anticapitalists
anticarcinogenic	anticarcinogenics
anticatalyst	anticatalysts
anticatarrhal	anticatarrhals
anticathode	anticathodes
anticatholic	anticatholics
anticenter	anticenters
antichain	antichains
antichlor	antichlors
anticholinesterase	anticholinesterases
antichrist	antichrists
antichristian	antichristians
anticipant	anticipants
anticipate	anticipating|anticipates|anticipated
anticipator	anticipators
anticlerical	anticlericals
anticlimax	anticlimaxes
anticline	anticlines
anticoagulant	anticoagulants
anticoincidence	anticoincidences
anticolonial	anticolonials
anticommutator	anticommutators
anticommute	anticommutes|anticommuted|anticommuting
anticonvulsant	anticonvulsants
anticonvulsive	anticonvulsives
anticorrelation	anticorrelations
anticorrosive	anticorrosives
anticyclone	anticyclones
antidepressant	antidepressants
antidepressive	antidepressives
antiderivative	antiderivatives
antidiarrheal	antidiarrheals
antidissident	antidissidents
antidiuretic	antidiuretics
antidote	antidoting|antidoted|antidotes
antielectron	antielectrons
antiemetic	antiemetics
antienzyme	antienzymes
antiepileptic	antiepileptics
antiepithelial	antiepithelials
antifascist	antifascists
antifebrile	antifebriles
antifederalist	antifederalists
antifeminist	antifeminists
antiferromagnet	antiferromagnets
antifoam	antifoams
antiform	antiforms
antifouling	antifoulings
antifundamentalist	antifundamentalists
antifungal	antifungals
antigen	antigens
antigenicity	antigenicities
antihemorrhagic	antihemorrhagics
antiheroine	antiheroines
antihidrotic	antihidrotics
antihistamine	antihistamines
antihomomorphism	antihomomorphisms
antihomosexual	antihomosexuals
antihormone	antihormones
antihydrophobic	antihydrophobics
antihyperglycemic	antihyperglycemics
antihyperon	antihyperons
antihypertensive	antihypertensives
antihypnotic	antihypnotics
antihysteric	antihysterics
antikaon	antikaons
antiknock	antiknocks
antileprotic	antileprotics
antiliberal	antiliberals
antilipemic	antilipemics
antilog	antilogs
antilogarithm	antilogarithms
antilogy	antilogies
antilyssic	antilyssics
antimacassar	antimacassars
antimalarial	antimalarials
antimask	antimasks
antimasque	antimasques
antimaterialist	antimaterialists
antimere	antimeres
antimeson	antimesons
antimicrobial	antimicrobials
antimilitarism	antimilitarisms
antimilitarist	antimilitarists
antimissile	antimissiles
antimitotic	antimitotics
antimonarchist	antimonarchists
antimonate	antimonates
antimonial	antimonials
antimonopolist	antimonopolists
antimorph	antimorphs
antimutagen	antimutagens
antimycotic	antimycotics
antineoplastic	antineoplastics
antinephritic	antinephritics
antineutrino	antineutrinos
antineutron	antineutrons
antinode	antinodes
antinomian	antinomians
antinomy	antinomies
antinucleon	antinucleons
antiodontalgic	antiodontalgics
antioxidant	antioxidants
antipacifist	antipacifists
antiparallel	antiparallels
antiparallelogram	antiparallelograms
antiparalytic	antiparalytics
antiparty	antiparties
antipathogen	antipathogens
antiperiodic	antiperiodics
antiphase	antiphases
antiphlogistic	antiphlogistics
antiphon	antiphons
antiphonal	antiphonals
antiphonary	antiphonaries
antiphony	antiphonies
antiplastic	antiplastics
antiplatelet	antiplatelets
antipodagric	antipodagrics
antipodal	antipodals
antipode	antipodes
antipodean	antipodeans
antipoison	antipoisons
antipole	antipoles
antipope	antipopes
antiprogressive	antiprogressives
antiprotease	antiproteases
antiproton	antiprotons
antiprotozoal	antiprotozoals
antipsoriatic	antipsoriatics
antipyretic	antipyretics
antiquarian	antiquarians
antiquarianize	antiquarianizes|antiquarianized|antiquarianizing
antiquark	antiquarks
antiquary	antiquaries
antiquate	antiquates|antiquating|antiquated
antique	antiquer|antiques|antiquing|antiqued|antiquest
antirachitic	antirachitics
antirad	antirads
antiradical	antiradicals
antirepublican	antirepublicans
antiresonance	antiresonances
antirevolutionary	antirevolutionaries
antiromantic	antiromantics
antiroyalist	antiroyalists
antirrhinum	antirrhinums
antirust	antirusts
antiscorbutic	antiscorbutics
antisialagogue	antisialagogues
antisocial	antisocials
antisocialist	antisocialists
antisoliton	antisolitons
antispasmodic	antispasmodics
antistat	antistats
antistatic	antistatics
antistrophe	antistrophes
antisudorific	antisudorifics
antisymmetrization	antisymmetrizations
antisympathetic	antisympathetics
antitheist	antitheists
antitotalitarian	antitotalitarians
antitoxin	antitoxins
antitrade	antitrades
antitrinitarian	antitrinitarians
antitrypsin	antitrypsins
antitubercular	antituberculars
antitussive	antitussives
antitype	antitypes
antivenene	antivenenes
antivenin	antivenins
antiviral	antivirals
antivirus	antiviruses
antivitamin	antivitamins
antler	antlers
antonym	antonyms
antre	antres
antrectomy	antrectomies
antroscope	antroscopes
antrostomy	antrostomies
anvil	anvilling|anvilled|anvils
anything	anythings
aorist	aorists
aortopathy	aortopathies
aortotomy	aortotomies
apache	apaches
apanage	apanaged|apanages|apanaging
apartment	apartments
apastron	apastrons
ape	apes|aped|aping
apepsia	apepsias
aper	apers
apercu	apercus
aperient	aperients
aperitif	aperitifs
aperitive	aperitives
aperture	apertures|apertured
aphasiac	aphasiacs
aphasic	aphasics
aphetize	aphetized|aphetizes|aphetizing
aphidian	aphidians
aphidicide	aphidicides
aphorism	aphorisms|aphorismed|aphorisming
aphorist	aphorists
aphrodisiac	aphrodisiacs
apian	apians
apiarian	apiarians
apiarist	apiarists
apiary	apiaries
apical	apicals
apicectomy	apicectomies
apicoectomy	apicoectomies
apiculturist	apiculturists
apiologist	apiologists
aplanat	aplanats
aplanogamete	aplanogametes
aplanospore	aplanospores
apocalypse	apocalypses
apocalyptic	apocalyptics
apocope	apocopes
apocyte	apocytes
apod	apods
apodal	apodals
apoenzyme	apoenzymes
apogee	apogees
apolitical	apoliticals
apollo	apollos
apologia	apologias
apologise	apologised|apologising|apologises
apologist	apologists
apologize	apologizes|apologizing|apologized
apologizer	apologizers
apology	apologies
apolune	apolunes
apomict	apomicts
apophlegmatic	apophlegmatics
apophthegm	apophthegms
apophyge	apophyges
apoplectic	apoplectics
aposelene	aposelenes
aposome	aposomes
apostate	apostates
apostatise	apostatises|apostatising|apostatised
apostatize	apostatizing|apostatized|apostatizes
apostil	apostils
apostle	apostles
apostolate	apostolates
apostrophe	apostrophes
apostrophize	apostrophizes|apostrophizing|apostrophized
apothecary	apothecaries
apothegm	apothegms
apothem	apothems
apotheosize	apotheosizes|apotheosized|apotheosizing
apotropaic	apotropaics
apotype	apotypes
appal	appalled|appalling|appals
appanage	appanaged|appanaging|appanages
apparat	apparats
apparel	apparels|appareled|appareling|apparelled|apparelling
apparition	apparitions
apparitor	apparitors
appealer	appealers
appealing	appealed|appeal|appeals|appealings
appease	appeases|appeased|appeasing
appeaser	appeasers
appellant	appellants
appellation	appellations
appellative	appellatives|appellatived
appellee	appellees
append	appending|appends|appended
appendage	appendages|appendaged
appendant	appendants
appendectomy	appendectomies
appendicectomy	appendicectomies
appendicostomy	appendicostomies
apperceive	apperceived|apperceiving|apperceives
appetiser	appetisers
appetizer	appetizers
applanate	applanating|applanated|applanates
applaud	applauds|applauded|applauding
applauder	applauders
apple	appled|apples|appling
applecart	applecarts
applicator	applicators
appliqué	appliquéing|appliquéed|appliqués
apply	applies|applying|applied
appoggiatura	appoggiaturas
appointee	appointees
appointment	appointments
appose	apposed|apposes|apposing
apposite	apposites
appositional	appositionals
appositive	appositives
appraise	appraised|appraises|appraising
appraiser	appraisers
appreciate	appreciated|appreciating|appreciates
appreciator	appreciators
apprentice	apprenticed|apprentices|apprenticing
apprenticeship	apprenticeships
apprise	apprised|apprises|apprising
apprize	apprizes|apprized|apprizing
approach	approaching|approached|approaches
approbate	approbated|approbating|approbates
approbative	approbatives
appropriate	appropriated|appropriates|appropriating
appropriator	appropriators
approve	approving|approves|approved
approver	approvers
approximate	approximated|approximating|approximates
approximative	approximatives
appurtenance	appurtenances
appurtenant	appurtenants
apricot	apricots
apron	aproned|aprons|aproning
apse	apses
apside	apsides
apt	apts
apterygote	apterygotes
apteryx	apteryxes
aquafortist	aquafortists
aqualung	aqualunged|aqualunging|aqualungs
aquaplane	aquaplaned|aquaplanes|aquaplaning
aquarelle	aquarelles
aquarellist	aquarellists
aquarist	aquarists
aquatic	aquatics
aquatint	aquatints|aquatinted|aquatinting
aquatinter	aquatinters
aquatintist	aquatintists
aqueduct	aqueducts
aquiclude	aquicludes
aquifer	aquifers
aquifuge	aquifuges
aquilegia	aquilegias
arabesque	arabesques
arachnicide	arachnicides
arachnid	arachnids
arachnidan	arachnidans
arachnoid	arachnoids
araeostyle	araeostyles
aralkyl	aralkyls
arara	araras
araucaria	araucarias
arbalest	arbalests
arbalester	arbalesters
arbiter	arbitered|arbiters|arbitering
arbitrage	arbitraging|arbitrages|arbitraged
arbitrageur	arbitrageurs
arbitrament	arbitraments
arbitrary	arbitraries
arbitrate	arbitrates|arbitrating|arbitrated
arbitrator	arbitrators
arbitress	arbitresses
arboreal	arboreals
arborescence	arborescences
arboricide	arboricides
arboriculturist	arboriculturists
arborist	arborists
arborvirus	arborviruses
arborvitae	arborvitaes
arbour	arbours|arboured
arbutus	arbutuses
arc	arcking|arced|arcing|arcked|arcs
arcade	arcaded|arcading|arcades
arcadia	arcadias
arcature	arcatures
arch	arched|arching|arches|archest|archer
archaean	archaeans
archaeologist	archaeologists
archaeophyte	archaeophytes
archaic	archaics
archaise	archaising|archaised|archaises
archaist	archaists
archaize	archaizing|archaizes|archaized
archaizer	archaizers
archangel	archangels
archbishopric	archbishoprics
archdeacon	archdeacons
archdeaconry	archdeaconries
archdeaconship	archdeaconships
archdiocese	archdioceses
archduchess	archduchesses
archduchy	archduchies
archduke	archdukes
archenemy	archenemies
archer	archers
archespore	archespores
archetype	archetypes|archetyping|archetyped
archicarp	archicarps
archie	archies
archiepiscopate	archiepiscopates
archimandrite	archimandrites
arching	arched|arches|arch|archings
architect	architected|architects|architecting
architrave	architraved|architraves
archive	archived|archiving|archives
archiver	archivers
archivist	archivists
archivolt	archivolts
archway	archways
arcing	arcings|arces|arced
arcograph	arcographs
arcsine	arcsines
arctic	arctics
arcticize	arcticizing|arcticized|arcticizes
are	ares|were|am|was|being|isn't|is|wasn't|been|weren't|aren't|be
areaway	areaways
areca	arecas
areolet	areolets
areometer	areometers
argala	argalas
argali	argalis
argentaffin	argentaffins
argentine	argentines
argentometer	argentometers
argonaut	argonauts
argosy	argosies
argot	argots
argue	argues|argued|arguing
arguer	arguers
argufier	argufiers
argufy	argufies|argufied|argufying
argus	arguses|argued|arguing
arhat	arhats
arietta	ariettas
aril	arilled|arils
arioso	ariosos
arise	arising|arose|arises|arisen
aristocrat	aristocrats
arithmetician	arithmeticians
arithmetization	arithmetizations
arithmometer	arithmometers
ark	arks
arm	armed|arming|arms
armada	armadas
armageddon	armageddons
armature	armatured|armaturing|armatures
armband	armbands
armchair	armchairing|armchaired|armchairs
armhole	armholes
armiger	armigers
arming	armings
armistice	armistices
armlet	armlets
armorer	armorers
armorial	armorials
armorist	armorists
armourer	armourers
armpit	armpits
armrest	armrests
army	armies|armied
arnica	arnicas
aroid	aroids
aromatic	aromatics
aromatize	aromatizing|aromatized|aromatizes
aromatizer	aromatizers
arousal	arousals
arouse	arouses|arousing|aroused
arquebus	arquebused|arquebuses|arquebusing
arraign	arraigns|arraigned|arraigning
arraigner	arraigners
arrange	arranges|arranging|arranged
arranger	arrangers
arrant	arranter|arrantest
arras	arrases
arrear	arrears
arrestee	arrestees
arrester	arresters
arrestor	arrestors
arrhenoblastoma	arrhenoblastomas
arris	arri|arrises
arrive	arrives|arrived|arriving
arriver	arrivers
arriviste	arrivistes
arroba	arrobas
arrogate	arrogates|arrogated|arrogating
arrow	arrows|arrowed|arrowing
arroyo	arroyos
arse	arsing|arsed|arses
arsenal	arsenals
arsenate	arsenates
arsenical	arsenicals
arshin	arshins
arsonist	arsonists
artefact	artefacts
artemisia	artemisias
arterialise	arterialising|arterialised|arterialises
arterialization	arterializations
arterialize	arterialized|arterializes|arterializing
arteriectomy	arteriectomies
arteriogram	arteriograms
arteriole	arterioles
arteriosclerotic	arteriosclerotics
